age_group,country,first_trip_tz,ID,info_source,main_activity,most_impressing,Sum of night_mainland,Sum of night_zanzibar,package_accomodation,package_food,package_guided_tour,package_insurance,package_sightseeing,package_transport_int,package_transport_tz,payment_mode,purpose,Sum of total_cost,Sum of Total_days,Sum of total_female,Sum of total_male,Sum of Total_tourists,tour_arrangement,travel_with
45-64,FRANCE,Yes,tour_3602,"Travel, agent, tour operator",Wildlife tourism,Excellent Experience,9,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Leisure and Holidays,35174615,14,2,2,4,Package Tour,Children
45-64,FRANCE,Yes,tour_3640,others,Hunting tourism,Friendly People,32,0,No,No,No,No,No,No,No,Cash,Volunteering,994500,32,1,0,1,Independent,Uknown
45-64,FRANCE,Yes,tour_3818,"Travel, agent, tour operator",Wildlife tourism, Wildlife,14,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,4433812.5,14,0,1,1,Package Tour,Uknown
45-64,FRANCE,Yes,tour_3821,"Travel, agent, tour operator",Beach tourism,Satisfies and Hope Come Back,0,7,Yes,Yes,No,Yes,No,Yes,No,Cash,Leisure and Holidays,907732,7,2,2,4,Package Tour,Spouse and Children
45-64,FRANCE,Yes,tour_3910,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,1,13,No,No,No,No,No,No,No,Cash,Leisure and Holidays,165750,14,4,5,9,Independent,Friends/Relatives
45-64,FRANCE,Yes,tour_3921,"Travel, agent, tour operator",Cultural tourism,"Wonderful Country, Landscape, Nature",4,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,21547500,10,1,3,4,Package Tour,Spouse and Children
45-64,FRANCE,Yes,tour_4269,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,7,7,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,10110750,14,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_4308,"Travel, agent, tour operator",Wildlife tourism,Good service,12,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,43095000,16,2,3,5,Package Tour,Spouse and Children
45-64,FRANCE,Yes,tour_4360,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Leisure and Holidays,42266250,10,3,3,6,Package Tour,Friends/Relatives
45-64,FRANCE,Yes,tour_4368,"Travel, agent, tour operator",Beach tourism, Wildlife,6,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,10608000,8,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_4390,"Friends, relatives",Wildlife tourism,No comments,10,5,Yes,Yes,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,3480750,15,1,0,1,Package Tour,Uknown
45-64,FRANCE,Yes,tour_4412,"Travel, agent, tour operator",Wildlife tourism, Wildlife,11,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,24862500,16,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_4503,"Travel, agent, tour operator",Wildlife tourism,Friendly People,7,6,Yes,Yes,Yes,No,No,Yes,Yes,Cash,Leisure and Holidays,16906500,13,1,1,2,Package Tour,Children
45-64,FRANCE,Yes,tour_4515,"Travel, agent, tour operator",Beach tourism,Excellent Experience,4,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,29955156,7,1,2,3,Package Tour,Spouse and Children
45-64,FRANCE,Yes,tour_4551,"Travel, agent, tour operator",Wildlife tourism,Friendly People,7,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,26520000,10,2,2,4,Package Tour,Children
45-64,FRANCE,Yes,tour_4589,"Radio, TV, Web",Beach tourism, Wildlife,6,9,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,5138250,15,1,1,2,Independent,Spouse
45-64,FRANCE,Yes,tour_4593,"Newspaper, magazines,brochures",Wildlife tourism,"Wonderful Country, Landscape, Nature",14,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,1815464,18,1,0,1,Package Tour,Alone
45-64,FRANCE,Yes,tour_4643,"Newspaper, magazines,brochures",Wildlife tourism, Wildlife,7,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,16243500,14,1,2,3,Package Tour,Children
45-64,FRANCE,Yes,tour_4645,"Travel, agent, tour operator",Wildlife tourism, Wildlife,7,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,1657500,12,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_4646,"Travel, agent, tour operator",Cultural tourism,Excellent Experience,0,13,Yes,No,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,9077320,13,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_4786,others,Wildlife tourism,Friendly People,4,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,11602500,8,1,2,3,Package Tour,Spouse and Children
45-64,FRANCE,Yes,tour_4804,"Travel, agent, tour operator",Conference tourism,Good service,10,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,14005875,14,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_4825,"Travel, agent, tour operator",Cultural tourism,Excellent Experience,0,7,Yes,Yes,No,No,No,Yes,No,Cash,Leisure and Holidays,6298500,7,1,1,2,Package Tour,Children
45-64,FRANCE,Yes,tour_4849,"Friends, relatives",Wildlife tourism,Good service,1,7,Yes,Yes,No,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,12099750,8,1,1,2,Package Tour,Children
45-64,FRANCE,Yes,tour_4884,"Travel, agent, tour operator",Cultural tourism, Wildlife,12,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,4143750,24,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_4898,"Travel, agent, tour operator",Wildlife tourism,Friendly People,10,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,25870362,13,1,2,3,Package Tour,Friends/Relatives
45-64,FRANCE,Yes,tour_5163,"Travel, agent, tour operator",Cultural tourism,Friendly People,6,0,Yes,No,No,No,No,No,Yes,Cash,Leisure and Holidays,1160250,6,0,1,1,Package Tour,Uknown
45-64,FRANCE,Yes,tour_5373,"Friends, relatives",Wildlife tourism, Wildlife,5,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,16624725,10,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_5497,"Travel, agent, tour operator",Wildlife tourism,Excellent Experience,6,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,14523712,6,1,1,2,Package Tour,Friends/Relatives
45-64,FRANCE,Yes,tour_5697,"Friends, relatives",Wildlife tourism,Excellent Experience,9,0,Yes,No,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,20877836,9,2,2,4,Independent,Friends/Relatives
45-64,FRANCE,Yes,tour_5716,others,Wildlife tourism,Excellent Experience,7,6,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card,Leisure and Holidays,8287500,13,3,1,4,Package Tour,Spouse and Children
45-64,FRANCE,Yes,tour_5745,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",7,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,13909740,11,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_5784,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,9,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit Card,Leisure and Holidays,22873500,12,1,3,4,Package Tour,Friends/Relatives
45-64,FRANCE,Yes,tour_5832,"Newspaper, magazines,brochures",Beach tourism,Friendly People,11,6,No,No,No,No,No,No,No,Cash,Leisure and Holidays,414375,17,0,1,1,Independent,Alone
45-64,FRANCE,Yes,tour_5867,"Friends, relatives",Beach tourism,No comments,0,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,12762750,7,1,3,4,Package Tour,Spouse and Children
45-64,FRANCE,Yes,tour_6032,"Travel, agent, tour operator",Conference tourism,No comments,13,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Leisure and Holidays,61410375,13,7,6,13,Package Tour,Friends/Relatives
45-64,FRANCE,Yes,tour_6049,"Travel, agent, tour operator",Conference tourism, Wildlife,0,14,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,23370750,14,2,4,6,Package Tour,Friends/Relatives
45-64,FRANCE,Yes,tour_6059,others,Beach tourism,Satisfies and Hope Come Back,0,7,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,8950500,7,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_666,"Travel, agent, tour operator",Wildlife tourism, Wildlife,9,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,21216000,13,2,1,3,Package Tour,Spouse and Children
45-64,FRANCE,Yes,tour_745,"Travel, agent, tour operator",Wildlife tourism,No comments,9,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Leisure and Holidays,27231960,11,1,1,2,Package Tour,Spouse
45-64,FRANCE,Yes,tour_788,"Friends, relatives",business,Friendly People,7,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,1134665,7,0,1,1,Independent,Uknown
45-64,FRANCE,Yes,tour_911,"Radio, TV, Web",Beach tourism, Wildlife,0,12,Yes,Yes,Yes,No,No,Yes,Yes,Cash,Leisure and Holidays,1657500,12,2,1,3,Package Tour,Friends/Relatives
45-64,GEORGIA,Yes,tour_3565,"Travel, agent, tour operator",Beach tourism,"Wonderful Country, Landscape, Nature",0,7,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,8619000,7,3,1,4,Package Tour,Spouse and Children
45-64,GERMANY,No,tour_107,"Friends, relatives",Beach tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,2000000,4,0,2,2,Independent,Children
45-64,GERMANY,No,tour_149,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",6,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,3315000,6,1,1,2,Independent,Friends/Relatives
45-64,GERMANY,No,tour_1505,"Radio, TV, Web",Conference tourism,"Wonderful Country, Landscape, Nature",13,0,No,No,No,No,No,No,No,Credit Card,Meetings and Conference,4143750,13,0,2,2,Independent,Friends/Relatives
45-64,GERMANY,No,tour_1755,"Newspaper, magazines,brochures",Mountain climbing,Friendly People,20,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4538660,20,0,1,1,Independent,Alone
45-64,GERMANY,No,tour_2090,Tanzania Mission Abroad,Bird watching,"Wonderful Country, Landscape, Nature",12,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,663000,12,1,0,1,Independent,Uknown
45-64,GERMANY,No,tour_211,"Friends, relatives",Beach tourism,Friendly People,6,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4143750,6,1,0,1,Independent,Uknown
45-64,GERMANY,No,tour_2281,"Friends, relatives",Wildlife tourism,Friendly People,14,0,No,No,No,No,No,No,No,Credit Card,Scientific and Academic,32394685.75,14,12,3,15,Independent,Alone
45-64,GERMANY,No,tour_2721,others,Mountain climbing,Friendly People,11,0,Yes,Yes,No,No,No,Yes,No,Credit Card,Meetings and Conference,3978000,11,0,1,1,Package Tour,Alone
45-64,GERMANY,No,tour_2729,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,26,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3403995,26,1,1,2,Independent,Children
45-64,GERMANY,No,tour_2768,Tanzania Mission Abroad,Wildlife tourism,Friendly People,20,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,10438918,20,0,1,1,Independent,Uknown
45-64,GERMANY,No,tour_2842,"Friends, relatives",Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,3857861,3,1,0,1,Independent,Uknown
45-64,GERMANY,No,tour_3026,others,Wildlife tourism, Wildlife,10,3,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,9116250,13,1,0,1,Package Tour,Alone
45-64,GERMANY,No,tour_3150,"Friends, relatives",Cultural tourism,Friendly People,20,5,No,No,No,No,No,No,No,Cash,Leisure and Holidays,7942655,25,1,2,3,Independent,Spouse and Children
45-64,GERMANY,No,tour_3223,"Travel, agent, tour operator",Beach tourism, Wildlife,4,6,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1657500,10,0,1,1,Independent,Alone
45-64,GERMANY,No,tour_3251,"Friends, relatives",Hunting tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,1533187.5,3,0,1,1,Independent,Uknown
45-64,GERMANY,No,tour_3468,"Friends, relatives",Wildlife tourism, Wildlife,17,4,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4143750,21,2,1,3,Independent,Spouse and Children
45-64,GERMANY,No,tour_4338,"Friends, relatives",Wildlife tourism,Friendly People,25,3,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,4538660,28,1,1,2,Independent,Children
45-64,GERMANY,No,tour_4370,"Friends, relatives",Wildlife tourism,Friendly People,17,4,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,3978000,21,3,0,3,Independent,Children
45-64,GERMANY,No,tour_4770,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,14,7,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,11346650,21,2,1,3,Independent,Spouse and Children
45-64,GERMANY,No,tour_4790,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3315000,4,1,0,1,Independent,Alone
45-64,GERMANY,No,tour_4917,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",7,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1558050,7,0,1,1,Independent,Alone
45-64,GERMANY,No,tour_4963,"Travel, agent, tour operator",Wildlife tourism,No comments,10,0,No,No,Yes,No,Yes,Yes,No,Cash,Leisure and Holidays,54554693.2,10,1,1,2,Package Tour,Spouse
45-64,GERMANY,No,tour_503,"Newspaper, magazines,brochures",Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,911625,3,1,0,1,Independent,Uknown
45-64,GERMANY,No,tour_5324,others,Beach tourism,Satisfies and Hope Come Back,0,10,Yes,Yes,No,No,No,Yes,No,Cash,Leisure and Holidays,11573583,10,1,1,2,Package Tour,Spouse
45-64,GERMANY,No,tour_5385,others,Beach tourism,Friendly People,0,13,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit Card,Leisure and Holidays,22466367,13,2,2,4,Package Tour,Spouse and Children
45-64,GERMANY,No,tour_5599,"Newspaper, magazines,brochures",Conference tourism, Wildlife,12,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,8121750,12,1,2,3,Package Tour,Children
45-64,GERMANY,No,tour_568,"Newspaper, magazines,brochures",Wildlife tourism, Wildlife,20,0,No,No,No,No,No,Yes,No,Cash,Leisure and Holidays,11898097.19,20,0,1,1,Independent,Uknown
45-64,GERMANY,No,tour_6025,"Friends, relatives",Conference tourism,Good service,14,0,Yes,Yes,No,No,Yes,Yes,No,Cash,Leisure and Holidays,12431250,14,1,1,2,Package Tour,Spouse
45-64,GERMANY,No,tour_6030,"Travel, agent, tour operator",Conference tourism,Friendly People,12,0,Yes,Yes,Yes,No,No,Yes,No,Cash,Leisure and Holidays,6464250,12,0,1,1,Package Tour,Uknown
45-64,GERMANY,No,tour_781,"Friends, relatives",Wildlife tourism, Wildlife,14,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,4027725,14,3,2,5,Independent,Friends/Relatives
45-64,GERMANY,No,tour_785,"Travel, agent, tour operator",Wildlife tourism,No comments,12,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,7942655,12,1,1,2,Package Tour,Friends/Relatives
45-64,GERMANY,No,tour_800,"Travel, agent, tour operator",Wildlife tourism,No comments,2,0,No,No,No,No,No,No,No,Credit Card,Business,907732,2,0,1,1,Independent,Alone
45-64,GERMANY,No,tour_893,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",17,0,Yes,No,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,27348750,17,2,2,4,Package Tour,Friends/Relatives
45-64,GERMANY,No,tour_960,"Radio, TV, Web",Wildlife tourism, Wildlife,12,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3403995,12,1,0,1,Independent,Alone
45-64,GERMANY,Yes,tour_1142,"Friends, relatives",Beach tourism,No comments,10,9,No,No,No,No,No,No,No,Cash,Leisure and Holidays,6807990,19,2,1,3,Independent,Friends/Relatives
45-64,GERMANY,Yes,tour_1254,"Friends, relatives",Cultural tourism,Excellent Experience,10,0,No,Yes,No,No,No,Yes,Yes,Cash,Visiting Friends and Relatives,12254382,10,1,3,4,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_1606,others,Wildlife tourism,Friendly People,14,0,No,No,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,19289305,14,0,2,2,Package Tour,Children
45-64,GERMANY,Yes,tour_1824,"Travel, agent, tour operator",Wildlife tourism, Wildlife,7,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,16566109,7,1,0,1,Package Tour,Alone
45-64,GERMANY,Yes,tour_1875,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Credit Card,Meetings and Conference,828750,5,0,1,1,Independent,Uknown
45-64,GERMANY,Yes,tour_1941,"Travel, agent, tour operator",Wildlife tourism,Good service,14,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,35719125,14,2,3,5,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_2004,"Friends, relatives",Wildlife tourism,Excellent Experience,16,0,No,No,No,No,No,No,No,Credit Card,Visiting Friends and Relatives,8287500,16,2,2,4,Independent,Spouse and Children
45-64,GERMANY,Yes,tour_2039,"Travel, agent, tour operator",Wildlife tourism,No comments,14,0,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,27912759,14,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_2209,"Newspaper, magazines,brochures",Wildlife tourism, Wildlife,7,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,14088750,13,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_2241,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",14,7,No,No,No,No,No,No,No,Cash,Leisure and Holidays,6807990,21,1,1,2,Independent,Spouse
45-64,GERMANY,Yes,tour_2260,"Friends, relatives",Beach tourism,No comments,20,5,No,No,No,No,No,No,No,Cash,Leisure and Holidays,6000000,25,2,1,3,Independent,Spouse and Children
45-64,GERMANY,Yes,tour_2399,"Friends, relatives",Wildlife tourism,Friendly People,13,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4972500,13,2,2,4,Independent,Spouse and Children
45-64,GERMANY,Yes,tour_2414,"Newspaper, magazines,brochures",Beach tourism, Wildlife,0,33,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,67399101,33,0,0,0,Package Tour,Friends/Relatives
45-64,GERMANY,Yes,tour_2424,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,5,Yes,Yes,Yes,No,No,Yes,Yes,Cash,Leisure and Holidays,16793042,11,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_2743,"Travel, agent, tour operator",Cultural tourism,"Wonderful Country, Landscape, Nature",2,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Leisure and Holidays,3480750,2,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_2906,"Travel, agent, tour operator",Wildlife tourism, Wildlife,9,6,Yes,Yes,Yes,Yes,Yes,No,Yes,Cash,Leisure and Holidays,36465000,15,2,2,4,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_3032,"Travel, agent, tour operator",Wildlife tourism, Wildlife,10,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Leisure and Holidays,6248775,14,1,0,1,Package Tour,Alone
45-64,GERMANY,Yes,tour_3127,"Newspaper, magazines,brochures",Beach tourism,Friendly People,0,15,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3646500,15,1,1,2,Independent,Spouse
45-64,GERMANY,Yes,tour_325,"Travel, agent, tour operator",Bird watching,No comments,0,5,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2486250,5,1,1,2,Independent,Spouse
45-64,GERMANY,Yes,tour_3318,"Travel, agent, tour operator",Wildlife tourism, Wildlife,6,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,25276875,6,1,3,4,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_3488,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",13,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,33150000,13,3,0,3,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_3585,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",12,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,16243500,12,3,1,4,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_368,"Radio, TV, Web",Wildlife tourism, Wildlife,6,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,6812528.66,12,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_3807,"Travel, agent, tour operator",Wildlife tourism, Wildlife,5,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,17105400,5,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_3808,"Travel, agent, tour operator",Wildlife tourism, Wildlife,5,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,9116250,14,1,0,1,Package Tour,Alone
45-64,GERMANY,Yes,tour_3984,"Travel, agent, tour operator",Conference tourism,Good service,12,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,6961500,12,1,1,2,Package Tour,Children
45-64,GERMANY,Yes,tour_4099,"Friends, relatives",Wildlife tourism, Wildlife,7,7,Yes,Yes,No,No,No,No,Yes,Cash,Leisure and Holidays,59670000,14,3,3,6,Package Tour,Friends/Relatives
45-64,GERMANY,Yes,tour_4191,"Friends, relatives",Cultural tourism,Friendly People,6,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,453866,6,2,0,2,Independent,Friends/Relatives
45-64,GERMANY,Yes,tour_4314,others,business,Friendly People,0,14,No,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,3630928,14,2,4,6,Package Tour,Friends/Relatives
45-64,GERMANY,Yes,tour_4337,"Travel, agent, tour operator",Wildlife tourism,Good service,12,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,7060950,12,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_4339,"Newspaper, magazines,brochures",Wildlife tourism, Wildlife,13,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,9862125,13,1,2,3,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_4526,"Travel, agent, tour operator",Wildlife tourism, Wildlife,5,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,16348253.32,5,1,1,2,Package Tour,Children
45-64,GERMANY,Yes,tour_4588,"Travel, agent, tour operator",Wildlife tourism,Friendly People,9,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,25857000,15,2,2,4,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_4614,others,business, Wildlife,0,14,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,32065632.9,14,1,3,4,Package Tour,Friends/Relatives
45-64,GERMANY,Yes,tour_4708,"Travel, agent, tour operator",Wildlife tourism, Wildlife,6,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,8685300,6,0,1,1,Package Tour,Alone
45-64,GERMANY,Yes,tour_4760,"Travel, agent, tour operator",Conference tourism,No comments,12,0,Yes,Yes,Yes,No,No,Yes,No,Cash,Leisure and Holidays,6630000,12,0,1,1,Package Tour,Uknown
45-64,GERMANY,Yes,tour_4891,"Friends, relatives",Cultural tourism,Friendly People,10,12,No,No,No,No,No,No,No,Cash,Leisure and Holidays,5673325,22,1,1,2,Independent,Spouse
45-64,GERMANY,Yes,tour_4922,"Travel, agent, tour operator",Wildlife tourism,No comments,10,0,No,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,54463920,10,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_4949,"Travel, agent, tour operator",Beach tourism,Excellent Experience,4,11,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Leisure and Holidays,27348750,15,2,4,6,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_4953,"Travel, agent, tour operator",Wildlife tourism, Wildlife,10,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,11221275,10,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_4977,"Travel, agent, tour operator",Beach tourism, Wildlife,4,5,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,1032545.15,9,2,0,2,Package Tour,Friends/Relatives
45-64,GERMANY,Yes,tour_5022,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Leisure and Holidays,17072250,11,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_5040,"Friends, relatives",Beach tourism,No comments,0,10,Yes,Yes,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,16793042,10,1,2,3,Package Tour,Friends/Relatives
45-64,GERMANY,Yes,tour_5152,"Travel, agent, tour operator",Wildlife tourism, Wildlife,12,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,5446392,12,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_522,"Travel, agent, tour operator",Diving and Sport Fishing,"Wonderful Country, Landscape, Nature",6,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,23635950,6,0,1,1,Independent,Alone
45-64,GERMANY,Yes,tour_5299,"Travel, agent, tour operator",Wildlife tourism,No comments,10,0,No,No,Yes,No,Yes,Yes,No,Cash,Leisure and Holidays,55734744.8,10,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_5365,"Travel, agent, tour operator",Wildlife tourism,No comments,9,5,Yes,No,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,4475250,14,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_5473,"Travel, agent, tour operator",Beach tourism,Good service,0,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Leisure and Holidays,14523712,20,2,1,3,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_5493,"Friends, relatives",Beach tourism,Good service,0,5,Yes,No,No,No,No,Yes,Yes,Cash,Leisure and Holidays,28139692,5,2,1,3,Package Tour,Friends/Relatives
